MM,Mon,Date,Engine Type,Ship,Pos,Type of Removal,RMV ESN,INST ESN,Stat,Reason,CSR,TSR,P/F,Override,Root Cause,,
7,July,7/23/2019,PW4168,3318,2,UER,733615,733567,DTW,FMP,2152,17069,,,,,
7,July,7/23/2019,CFM56-7B,3771,2,UER,890804,874385,SLC,Metal in oil,4084,11065,,,,,
7,July,7/24/2019,JT8D-219,960,1,UER,718162,717827,MEM,Oil Filter Clog,733,832,,,,,
7,July,7/24/2019,V2500,9252,2,Convenience,V20007,,BYH,Harvest,5001,8456,,,,,
7,July,7/24/2019,V2500,9242,1,Convenience,V20191,,BYH,Harvest,2409,4001,,,,,
7,July,7/24/2019,V2500,9263,1,UER,V20210,V20197,BYH,High EGT,9074,14864,,,,,
7,July,7/24/2019,V2500,9245,1,Convenience,V20242,,BYH,Harvest,3013,4930,,,,,
7,July,7/24/2019,V2500,9252,1,Convenience,V20246,,BYH,Harvest,2557,4120,,,,,
7,July,7/24/2019,V2500,9245,1,Convenience,V20249,,BYH,Harvest,2940,4792,,,,,
7,July,7/24/2019,V2500,9242,1,Convenience,V20251,,BYH,Harvest,1306,2172,,,,,
7,July,7/25/2019,JT8D-219,970,2,UER,725419,726972,ATL,FOD,0,0,,,,,
7,July,7/25/2019,JT8D-219,965,1,UER,725878,696354,SAV,T4 hard time,806,943,,,,,
7,July,7/26/2019,PW4060,171,2,UER,717580,724150,LAX,Oil Leak,412,3083,,,,,
7,July,7/28/2019,BR715,9557,2,UER,13225,13136,ATL,Turbine Blades,8847,11837,,,,,
7,July,7/28/2019,BR715,9530,1,UER,13245,13339,ATL,Turbine Blades,9172,12078,,,,,
7,July,7/28/2019,JT8D-219,957,1,UER,725536,725553,ATL,Oil Consumption,1910,2245,,,,,
7,July,7/29/2019,GE90,7108,,UER,906764,,,FMP,1833,21261,,,,,
7,July,7/29/2019,JT8D-219,907,2,UER,717840,708570,ATL,External Engine,2583,3026,,,,,
7,July,7/29/2019,JT8D-219,999,2,UER,725535,725793,MEM,Failed BSI,394,461,,,,,
7,July,7/29/2019,PW2000,6816,2,UER,728863,727212,LAX,Failed BSI,4362,22494,,,,,
7,July,7/29/2019,CF6-80C2B6,1502,1,UER,690372,695376,ATL,FOD,429,3076,,,,,
7,July,7/30/2019,CF6-80C2B6F,1808,2,UER,706182,706121,ATL,Performance,1016,7403,,,,,
7,July,7/30/2019,CFM56-7B,3774,1,LLP,874943,892702,CVG,LLP,8495,13738,,,,,
7,July,7/31/2019,JT8D-219,915,1,Convenience,718545,,SBD,Harvest,240,268,,,,,
7,July,7/31/2019,JT8D-219,5802,1,Convenience,725703,,SBD,Harvest,1583,1794,,,,,
7,July,7/31/2019,PW2000,1705,1,UER,728845,728815,ATL,Failed BSI,1941,6650,,,,,
8,August,8/1/2019,CF6-80C2B6F,1705,1,UER,706140,706114,ATL,VSV Hospital,2877,2509,,,,,
8,August,8/3/2019,JT8D-219,979,2,UER,718211,725703,ATL,Vibration,30,37,,,,,
8,August,8/3/2019,JT8D-219,9007,1,UER,718514,725491,ATL,Vibration,13965,18498,,,,,
8,August,8/4/2019,JT8D-219,959,2,UER,709814,718545,ATL,high oil temp,1144,1353,,,,,
8,August,8/4/2019,BR715,9549,1,UER,13315,13203,ATL,Turbine Blades,7461,10151,,,,,
8,August,8/4/2019,PW2000,5648,2,UER,727205,728746,ATL,Gearbox,5369,18787,,,,,
8,August,8/4/2019,CFM56-5A,3262,1,Convenience,733386,731583,DTW,Stagger,12,21,,,,,
8,August,8/5/2019,PW2000,680,1,UER,716521,716338,MSP,Failed BSI,1983,4535,,,,,
8,August,8/5/2019,JT8D-219,955,2,UER,725921,717840,ATL,Turbine Blades,3228,3856,,,,,
8,August,8/6/2019,V2500,9227,1,Scheduled,20045,20040,ATL,LLP,3673,6141,,,,,
8,August,8/6/2019,JT8D-219,981,2,Convenience,725469,,BYH,Stagger,1221,1375,,,,,
8,August,8/6/2019,JT8D-219,981,1,Convenience,728229,,BYH,Aircraft Park,3053,3768,,,,,
8,August,8/6/2019,JT8D-219,969,2,UER,725585,716765,ATG,High oil temp,265,310,,,,,
8,August,8/7/2019,JT8D-219,998,2,LLP,725818,718151,SAV,LLP,2912,3507,,,,,
8,August,8/7/2019,JT8D-219,955,1,UER,728144,728229,ATL,Overboost,2178,2529,,,,,
8,August,8/8/2019,PW2000,5651,2,UER,726637,728714,MSP,Metal on Chip Detector,2994,7640,,,,,
8,August,8/8/2019,CFM56-7B,3749,1,LLP,877473,864573,ATL,LLP,6363,18293,,,,,
8,August,8/9/2019,CF6-80C2B8F,1819,2,UER,706164,706203,ATL,Failed BSI,1126,8030,,,,,
8,August,8/9/2019,JT8D-219,984,1,UER,717328,718068,PNS,Turbine Blades,2957,3510,,,,,
8,August,8/9/2019,PW2000,6820,1,LLP,727158,728704,ATL,LLP,3685,10337,,,,,
8,August,8/10/2019,JT8D-219,9015,1,UER,726908,725469,ATL,high oil temp,2967,3512,,,,,
8,August,8/10/2019,PW2000,696,1,Convenience,728727,726709,ATL,Stagger,431,1066,,,,,
8,August,8/10/2019,CFM56-5A,3114,1,Planned,733306,731366,MSP,Performance ,8331,15888,,,,,
8,August,8/11/2019,JT8D-219,9001,1,UER,718587,725878,ATL,Internal Damage,585,658,,,,,
8,August,8/11/2019,JT8D-219,9001,2,UER,725558,718211,ATL,Overboost,976,1136,,,,,
8,August,8/11/2019,JT8D-219,917,1,LLP,726048,725978,MEM,LLP,2972,3575,,,,,
8,August,8/12/2019,JT8D-219,960,2,LLP,718088,725495,ATL,LLP,1618,1869,,,,,
8,August,8/13/2019,PW4060,188,2,LLP,727753,724178,DTW,LLP,3513,16704,,,,,
8,August,8/13/2019,PW2000,697,1,Convenience,728777,716567,SLC,Stagger,757,1651,,,,,
8,August,8/14/2019,JT8D-219,904,1,Convenience,718034,,BYH,Harvest,539,602,,,,,
8,August,8/14/2019,JT8D-219,904,2,Convenience,728006,,BYH,Harvest,872,989,,,,,
8,August,8/14/2019,PW2000,5808,1,UER,728705,,DTW,Failed BSI,5280,16653,,,,,
8,August,8/14/2019,CFM56-5A,3163,2,LLP,733235,733386,MSP,LLP,6690,13238,,,,,
8,August,8/15/2019,JT8D-219,955,2,UER,717840,716778,ORD,High Oil Temp,29,36,,,,,
8,August,8/16/2019,V2500,9234,1,Convenience,V20208,V20208,ATL,For Other Maintenance,2616,4164,,,,,
8,August,8/16/2019,PW4060,193,1,Scheduled,724639,724479,DTW,LLP,4114,31087,,,,,
8,August,8/16/2019,JT8D-219,991,1,UER,725484,718052,ATG,Turbine Blades,1695,1956,,,,,
8,August,8/16/2019,JT8D-219,957,2,UER,726067,728006,ATL,High Oil Temp,2033,2332,,,,,
8,August,8/16/2019,PW4168,3310,2,Planned,733629,733546,ATL,FMP,1339,10756,,,,,
8,August,8/17/2019,BR715,9532,1,Planned,13442,13209,ATL,Turbine Blades,3199,4655,,,,,
8,August,8/18/2019,PW2000,685,1,Planned,716504,716476,ATL,Performance,5450,13678,,,,,
8,August,8/18/2019,JT8D-219,949,1,Convenience,718125,,BYH,Harvest,1737,2003,,,,,
8,August,8/18/2019,JT8D-219,949,2,Convenience,725727,,BYH,Harvest,2279,2654,,,,,
8,August,8/18/2019,JT8D-219,986,2,Planned,726007,725959,ATL,FOD,1895,2238,,,,,
8,August,8/18/2019,CFM56-5A,3241,1,Planned,733305,733285,DTW,Performance - downrate,3818,8346,,,,,
8,August,8/19/2019,JT8D-219,912,2,Planned,709788,725727,ATL,Internal Damage,2576,2978,,,,,
8,August,8/19/2019,PW2000,680,1,UER,716338,726670,MCO,In Flight Shutdown,6399,14895,,,,,
8,August,8/19/2019,JT8D-219,916,1,UER,717869,718034,ATL,Oil Leak,634,710,,,,,
8,August,8/19/2019,PW4060,186,2,Scheduled,727620,717702,DTW,LLP,3755,29030,,,,,
8,August,8/19/2019,CFM56-5A,3235,2,UER,731328,731756,ATL,In Flight Shutdown,307,587,,,,,
8,August,8/20/2019,PW2000,5651,2,Convenience,728714,727102,SLC,Stagger,646,2206,,,,,
8,August,8/21/2019,PW4168,3307,1,Planned,733581,733634,DTW,FMP,2950,19096,,,,,
8,August,8/22/2019,JT8D-219,9004,1,UER,726847,718027,ATL,Oil Filter Clog,947,1099,,,,,
8,August,8/22/2019,PW2000,5813,2,Convenience,728733,727277,ATL,Stagger,2544,8793,,,,,
8,August,8/22/2019,CFM56-7B,3719,2,Scheduled,874944,874170,CVG,LLP,11009,30070,,,,,
8,August,8/23/2019,JT8D-219,967,2,UER,726053,709788,ATL,High oil temp,697,795,,,,,
8,August,8/24/2019,JT8D-219,990,1,Scheduled,728253,726007,ATL,LLP,3962,4855,,,,,
8,August,8/25/2019,BR715,9517,1,Planned,13347,13423,ATL,Turbine Blades,4957,7289,,,,,
8,August,8/25/2019,PW2000,5801,1,UER,728800,728714,ATL,High oil temp,971,3445,,,,,
8,August,8/26/2019,PW2000,696,2,UER,728773,716562,ATL,Failed BSI,5274,23820,,,,,
8,August,8/26/2019,CFM56-7B,3604,1,Convenience,888354,876644,ATL,Performance,10791,30010,,,,,
8,August,8/27/2019,JT8D-219,953,1,Convenience,718552,,SBD,Harvest,1790,2067,,,,,
8,August,8/28/2019,JT8D-219,953,2,Convenience,725513,,SBD,Aircraft Park,1034,1178,,,,,
8,August,8/28/2019,JT8D-219,966,2,UER,728248,716709,ATL,Metal on Chip Detector,349,4258,,,,,
8,August,8/28/2019,Trent 890,7008,1,Planned,51193,716709,MSP,Oil Consumption,780,7573,,,,,
8,August,8/28/2019,CFM56-7B,3750,2,Planned,874871,876669,SEA,Failed BSI,8942,25804,,,,,
8,August,8/29/2019,PW2000,696,1,UER,716415,728733,ATL,Oil Leak,741,1769,,,,,
8,August,8/29/2019,JT8D-219,958,2,Planned,718584,726847,ATL,Failed BSI,835,968,,,,,
8,August,8/30/2019,JT8D-219,910,2,UER,725438,726053,ATL,Turbine Blades,370,400,,,,,
8,August,8/31/2019,JT8D-219,911,2,Convenience,718417,,BHM ,Harvest,1896,2179,,,,,
8,August,8/31/2019,JT8D-219,911,1,Convenience,725970,,BHM ,Harvest,347,402,,,,,
9,September,9/1/2019,JT8D-219,956,1,Convenience,718498,,BYH,Harvest,246,277,,,,,
9,September,9/1/2019,JT8D-219,956,2,Convenience,726838,,BYH,Harvest,645,727,,,,,
9,September,9/1/2019,CFM56-5A,3278,2,Scheduled,733281,733221,DTW,LLP,9332,18756,,,,,
9,September,9/2/2019,BR715,9559,1,Planned,13258,13419,ATL,Turbine Blades,7499,10203,,,,,
9,September,9/2/2019,V2500,9262,1,Scheduled,V20090,V20151,ATL,LLP,6969,11572,,,,,
9,September,9/2/2019,PW4168,3304,1,Planned,733571,733545,ATL,LPT Campaign,717,5860,,,,,
9,September,9/3/2019,CFM56-7B,3762,2,Harvest,874691,,BHM ,Harvest,2171,5661,,,,,
9,September,9/3/2019,CFM56-7B,3762,1,Harvest,888411,,BHM ,Harvest,407,937,,,,,
9,September,9/4/2019,JT8D-219,988,1,Planned,725396,718082,MEM,Failed BSI,761,845,,,,,
9,September,9/4/2019,JT8D-219,958,1,UER,726861,718125,ATL,Turbine Blades,1137,1328,,,,,
9,September,9/4/2019,JT8D-219,984,2,Convenience,717838,,SBD,Harvest,,,,,,,
9,September,9/5/2019,JT8D-219,984,1,Convenience,718068,,SBD,Harvest,,,,,,,
9,September,9/5/2019,CFM56-5A,3242,2,Convenience,733302,731757,DTW,Performance downrate,,,,,,,
8,August,8/31/2019,JT8D-219,911,2,Convenience,718417,,BHM ,Harvest,,,,,,,
8,August,8/31/2019,JT8D-219,911,1,Convenience,725970,,BHM ,Harvest,,,,,,,
9,September,9/1/2019,JT8D-219,956,1,Convenience,718498,,BYH,Harvest,,,,,,,
9,September,9/1/2019,JT8D-219,956,2,Convenience,726838,,BYH,Harvest,,,,,,,
9,September,9/6/2019,CFM56-7B,3718,2,Scheduled,875867,877473,ATL,LLP,8423,23518,,,,,
9,September,9/7/2019,BR715,9582,1,Planned,13333,13207,ATL,Turbine Blades,9291,12402,,,,,
9,September,9/8/2019,PW2000,6708,1,Planned,717985,726650,MSP,Lease Return,3907,10775,,,,,
9,September,9/8/2019,CFM56-7B,3738,1,Planned,888476,875510,ATL,Failed BSI,8749,23991,,,,,
9,September,9/3/2019,CFM56-7B,3762,2,Harvest,874691,,BHM ,Harvest,,,,,,,
9,September,9/3/2019,CFM56-7B,3762,1,Harvest,888411,,BHM ,Harvest,,,,,,,
9,September,9/9/2019,PW2000,6713,1,Convenience,716491,,VQQ,Harvest,2257,5855,,,,,
9,September,9/9/2019,PW2000,6713,2,Convenience,716551,,VQQ,Harvest,1394,3463,,,,,
9,September,9/5/2019,JT8D-219,984,2,Convenience,717838,,SBD,Harvest,,,,,,,
9,September,9/5/2019,JT8D-219,984,1,Convenience,718058,,SBD,Harvest,,,,,,,
9,September,9/6/2019,CFM56-5A,3242,2,Convenience,733302,731757,DTW,Performance downrate,,,,,,,
9,September,9/10/2019,JT8D-219,906,2,Convenience,717352,,SBD,Harvest ,628,733,,,,,
9,September,9/10/2019,JT8D-219,906,1,Convenience,726077,,SBD,Harvest,296,335,,,,,
9,September,9/10/2019,PW2000,6811,2,Convenience,727208,,QRO,Harvest ,854,4537,,,,,
9,September,9/10/2019,PW2000,6811,1,Convenience,727262,,QRO,Harvest,492,2627,,,,,
9,September,9/10/2019,PW2000,5654,2,UER,728817,728777,MSP,Failed BSI,3384,8762,,,,,
9,September,9/10/2019,CFM56-5A,3158,1,UER,733294,731432,SLC,Turbine Blades,1047,2182,,,,,
9,September,9/11/2019,BR715,9518,2,Planned,13305,13195,ATL,Turbine Blades,9198,12329,,,,,
9,September,9/11/2019,JT8D-219,973,2,Scheduled,728082,726924,MEM,LLP,4622,5598,,,,,
9,September,9/11/2019,CFM56-5A,3135,1,Scheduled,731703,733305,MSP,LLP,9580,20036,,,,,
9,September,9/13/2019,CF6-80C2B6F,1602,1,Planned,704848,706619,ATL,VSV Hospital,2900,22768,,,,,
9,September,9/13/2019,JT8D-219,975,1,UER,709919,725631,ATL,Metal on Chip Detector,1348,1512,,,,,
9,September,9/13/2019,V2500,9206,1,Harvest,V20117,,SBD,Harvest,,,,,,,
9,September,9/14/2019,PW4060,172,1,Scheduled,727679,733822,LAX,LLP,1294,9930,,,,,
9,September,9/15/2019,BR715,9526,2,Planned,13161,13222,ATL,Turbine Blades,9016,12092,,,,,
9,September,9/15/2019,JT8D-219,9009,`1,Scheduled,726880,718273,MEM,LLP,4369,5232,,,,,
9,September,9/15/2019,PW4168,3352,2,Planned,733628,733635,DTW,Failed BSI,2424,22755,,,,,
9,September,9/16/2019,CF6-80C2B6F,1611,1,Convenience,706318,706113,ATL,Stagger,2382,21215,,,,,
9,September,9/17/2019,BR715,9567,2,UER,13432,,DTW,Failed BSI,1836,2752,,,,,
9,September,9/17/2019,JT8D-219,955,2,Convenience,716778,,BYH,Harvest,135,126,,,,,
9,September,9/17/2019,JT8D-219,967,1,UER,718089,718498,ATL,Performance,6764,8555,,,,,
9,September,9/17/2019,JT8D-219,955,1,Convenience,728229,,BYH,Harvest,3183,3891,,,,,
9,September,9/19/2019,JT8D-219,917,2,Scheduled,728004,696441,N/A,LLP,2540,2980,,,,,
9,September,9/20/2019,PW2000,5811,2,UER,728769,728863,DEN,In Flight Shutdown,1900,6642,,,,,
9,September,9/20/2019,JT8D-219,9020,2,Scheduled,709968,726849,MEM,LLP,801,879,,,,,
9,September,9/20/2019,CFM56-5A,3250,1,UER,733269,733287,MSP,overtemp,6314,13367,,,,,
9,September,9/20/2019,CFM56-5A,3209,2,Planned,733293,733223,DTW,Conformity,307,555,,,,,
9,September,9/20/2019,CFM56-5A,3147,1,Planned,733296,733277,ATL,Odor in Cabin,2848,6153,,,,,
9,September,9/22/2019,BR715,9586,1,Planned,13181,13196,ATL,Turbine Blades,9034,12113,,,,,
9,September,9/22/2019,JT8D-219,965,2,Scheduled,728196,718417,SAV,T4 Hard Time,3935,4750,,,,,
9,September,9/24/2019,PW2000,6801,2,Scheduled,727165,728778,LAX,LLP,4069,20561,,,,,
9,September,9/24/2019,JT8D-219,988,1,Convenience,718082,,SBD,Harvest,70,64,,,,,
9,September,9/24/2019,JT8D-219,988,2,Convenience,718083,,SBD,Harvest,2866,3309,,,,,
9,September,9/24/2019,CFM56-7B,3734,1,UER,889495,874943,ATL,Oil Consumption,937,2192,,,,,
9,September,9/25/2019,CFM56-7B,3726,1,Scheduled,888687,888411,CVG,LLP,5239,14633,,,,,
9,September,9/26/2019,JT8D-219,9007,2,Scheduled,718120,717838,SAV,T4 Hard Time,1407,1594,,,,,
9,September,9/27/2019,CF6-80C2B6F,1610,2,UER,704824,706111,SEA ,Failed BSI,706,6970,,,,,
9,September,9/27/2019,JT8D-219,922,2,Convenience,725354,,BHM ,Harvest ,830,915,,,,,
9,September,9/27/2019,JT8D-219,922,1,Convenience,726918,,BHM ,Harvest,900,955,,,,,
9,September,9/27/2019,PW2000,5642,2,UER,727184,727205,ATL,Slow to Accel,4138,14761,,,,,
9,September,9/28/2019,PW2000,5642,2,UER,727205,727262,ATL,Slow to Accel,5369,18787,,,,,
9,September,9/29/2019,BR715,9512,1,Planned,13350,13272,ATL,Turbine Blades,8987,12382,,,,,
9,September,9/29/2019,JT8D-219,917,1,Scheduled,725978,`728229,ATL,T4 Hard Time,913,1004,,,,,
9,September,9/29/2019,PW2000,5810,2,Planned,728792,727174,MSP,Performance ,2392,8458,,,,,
9,September,9/30/2019,V2500,9206,2,Convenience,V20274,,SBD,Harvest,4592,7563,,,,,
9,September,9/30/2019,V2500,9232,2,Harvest,V20261,,BYH,Harvest,5542,9271,,,,,
10,October,10/1/2019,PW2000,5640,2,Convenience,727276,,QRO,For Other Maintenance,1358,5023,,,,,
10,October,10/2/2019,V2500,9226,2,UER,V20195,V20185,ATG,Torching - Smoking,3108,4983,,,,,
10,October,10/2/2019,PW2000,5640,1,Convenience,728804,,QRO,For Other Maintenance,4226,13615,,,,,
10,October,10/2/2019,PW2000,5636,2,UER,728834,728845,ATL,Failed BSI,4738,17064,,,,,
10,October,10/2/2019,PW4168,3351,2,Planned,733552,733619,DTW ,FMP,1289,11204,,,,,
10,October,10/3/2019,JT8D-219,978,1,UER,726150,725970,SAV,Failed BSI,2818,3320,,,,,
10,October,10/3/2019,CFM56-5A,3145,2,Scheduled,731638,733302,SLC,LLP,7690,14472,,,,,
10,October,10/3/2019,PW1500,8106,1,UER,736131,736146,SLC,Oil Leak ,697,1622,,,,,
10,October,10/4/2019,CF6-80C2B6F,1604,2,Convenience,702335,706140,ATL,Stagger,1510,11740,,,,,
10,October,10/4/2019,JT8D-219,974,2,UER,725395,716778,SAV,Turbine Blades,1848,2119,,,,,
10,October,10/5/2019,CFM56-7B,3732,1,Scheduled,876675,874691,CVG,LLP,10670,29185,,,,,
10,October,10/6/2019,PW2000,671,2,UER,727105,716551,ATL,Failed BSI,3750,9129,,,,,
10,October,10/6/2019,CFM56-5A,3268,2,Planned,733297,731580,MSP,Performance ,9552,20084,,,,,
10,October,10/7/2019,V2500,9262,2,UER,V20095,V20129,ATL,Failed BSI,4257,7053,,,,,
10,October,10/7/2019,PW2000,5654,2,Convenience,728777,716504,ATL,Stagger,859,1836,,,,,
10,October,10/7/2019,CFM56-5A,3239,1,UER,733124,733265,MSP,Turbine Blades,7071,15128,,,,,
10,October,10/8/2019,JT8D-219,972,2,UER,716713,725354,ATL,Vibration,1489,1697,,,,,
10,October,10/8/2019,CFM56-5A,3136,2,Scheduled,733259,731571,DTW,LLP,7071,15128,,,,,
10,October,10/8/2019,PW4168,3319,2,Planned,733620,733564,ATL,Vibration ,335,2782,,,,,
10,October,10/10/2019,CF6-80C2B6F,1606,1,Planned,704866,704696,ATL,VSV Hospital,2740,21459,,,,,
10,October,10/10/2019,V2500,9207,2,Convenience,V20175,,SBD,Harvest,3027,4905,,,,,
10,October,10/10/2019,V2500,9207,1,Convenience,V20265,,SBD,Harvest,3589,5912,,,,,
10,October,10/10/2019,PW2000,6712,1,Scheduled,716498,716338,ATL,LLP,6588,17426,,,,,
10,October,10/11/2019,CF6-80C2B6F,1612,2,UER,704884,704848,SEA ,Oil Leak ,737,7022,,,,,
10,October,10/11/2019,JT8D-219,997,1,UER,726069,726918,ATL,Fuel in Oil,640,723,,,,,
10,October,10/12/2019,PW2000,6813,1,Planned,727213,727208,LAX,Failed BSI,3903,19726,,,,,
10,October,10/13/2019,JT8D-219,969,1,Scheduled,718092,718205,MEM,LLP,1059,1206,,,,,
10,October,10/13/2019,PW4060,192,1,Scheduled,724715,718205,ATL,LLP,3218,22086,,,,,
10,October,10/14/2019,PW2000,5801,2,Scheduled,727183,728777,MSP,LLP,5366,17069,,,,,
10,October,10/16/2019,JT8D-219,971,2,UER,725729,726838,ATL,Oil Filter Clog,2153,2487,,,,,
10,October,10/17/2019,CF6-80C2B6F,1704,2,UER,706137,704750,SLC ,Oil Leak ,1159,8600,,,,,
10,October,10/17/2019,CFM56-5A,3257,2,Planned,731986,733240,MSP,Performance downrate,0,0,,,,,
10,October,10/17/2019,PW4168,3320,2,Planned,733523,733571,ATL,Vibration ,530,4332,,,,,
10,October,10/18/2019,JT8D-219,962,1,Scheduled,717383,718068,SAV,T4 Hard Time,2594,2972,,,,,
10,October,10/18/2019,JT8D-219,989,2,Convenience,718131,,BYH,Harvest,3354,3968,,,,,
10,October,10/18/2019,JT8D-219,959,2,Convenience,718545,,BYH,Harvest,543,612,,,,,
10,October,10/18/2019,V2500,9230,2,Convenience,V20002,,ATL,Harvest,460,626,,,,,
10,October,10/18/2019,JT8D-219,989,1,Convenience,725728,,BYH,Harvest ,3872,4677,,,,,
10,October,10/18/2019,JT8D-219,959,1,Convenience,726047,,BYH,Harvest,753,862,,,,,
10,October,10/19/2019,BR715,9587,1,Scheduled,13172,13310,ATL,LLP,2923,4114,,,,,
10,October,10/19/2019,CFM56-5A,3122,1,Planned,733325,,SLC,Performance,7336,15599,,,,,
10,October,10/19/2019,CFM56-7B,3737,2,Scheduled,888673,888486,CVG,LLP,6306,17404,,,,,
10,October,10/22/2019,PW2000,5807,2,Convenience,728839,727158,MSP,Stagger,501,1865,,,,,
10,October,10/23/2019,JT8D-219,9006,2,Scheduled,725892,725940,SAV,T4 Hard Time,4145,4845,,,,,
10,October,10/24/2019,PW2000,659,2,UER,716486,716521,ATL,Oil Leak,2756,5901,,,,,
10,October,10/24/2019,PW2000,6812,2,Convenience,727186,,QRO,For Other Maintenance,2474,12655,,,,,
10,October,10/24/2019,PW4060,179,1,Planned,727774,724314,LAX,Performance,3942,30812,,,,,
10,October,10/24/2019,PW2000,6812,2,Convenience,728814,,QRO,For Other Maintenance,1331,7005,,,,,
10,October,10/24/2019,PW4168,3318,1,Planned,733605,733590,ATL,LPT Campaign,1196,9516,,,,,
10,October,10/24/2019,CFM56-7B,3708,1,UER,888731,874944,ATL ,Oil Consumption,5766,15709,,,,,
10,October,10/27/2019,BR715,9501,2,Planned,13114,13166,CLT,Turbine Blades,7180,9915,,,,,
10,October,10/27/2019,PW2000,5650,1,Convenience,728771,728839,MSP,Stagger,1303,2989,,,,,
10,October,10/27/2019,CFM56-5B,3001,2,Planned,573252,729847,ATL,Performance ,5652,10059,,,,,
10,October,10/29/2019,JT8D-219,910,1,UER,725820,,SBD,Turbine Blades,575,610,,,,,
10,October,10/29/2019,JT8D-219,910,2,UER,726053,,SBD,High oil temp,204,209,,,,,
10,October,10/29/2019,PW2000,5643,1,Scheduled,728711,,VQQ,LLP,4028,14656,,,,,
10,October,10/30/2019,PW4060,183,1,Scheduled,727718,727776,LAX,LLP,1776,10493,,,,,
10,October,10/30/2019,CFM56-5A,3228,1,UER,731716,733232,MCI,Bird Strike ,4541,9140,,,,,
10,October,10/31/2019,JT8D-219,9011,2,Scheduled,708176,725356,SAV,T4 Hard Time,2951,3400,,,,,
11,November,11/2/2019,JT8D-219,916,1,Scheduled,718034,725537,MEM,LLP,970,1053,,,,,
11,November,11/3/2019,BR715,9558,2,Planned,13246,13116,CLT,Turbine Blades,9027,12148,,,,,
11,November,11/3/2019,JT8D-219,969,1,UER,718205,725614,ATL,High oil temp,102,103,,,,,
11,November,11/3/2019,PW4060,179,2,Planned,724751,717580,LAX,Performance,2198,17055,,,,,
11,November,11/3/2019,PW4168,3359,1,Planned,733555,733629,DTW,LPT Campaign,1036,8786,,,,,
11,November,11/4/2019,BR715,9553,1,UER,13398,13178,ATL,Failed BSI,8422,11559,,,,,
11,November,11/5/2019,CF6-80C2B6F,1603,1,Planned,706354,,ATL,Conformity ,345,2662,,,,,
11,November,11/5/2019,JT8D-219,908,2,,709827,,BYH,Harvest,3580,4201,,,,,
11,November,11/5/2019,JT8D-219,908,1,,726933,,BYH,Harvest,1331,1439,,,,,
11,November,11/5/2019,PW2000,5646,1,Scheduled,728706,728800,ATL,LLP,4249,15864,,,,,
11,November,11/5/2019,CFM56-5A,3220,1,UER,731281,,SAL,Internal Damage ,5372,10844,,,,,
11,November,11/6/2019,CF6-80C2B6F,1601,2,UER,704751,706354,ATL,Failed BSI,326,2357,,,,,
11,November,11/6/2019,JT8D-219,954,1,Scheduled,725869,718126,MEM,LLP,1798,1997,,,,,
11,November,11/7/2019,PW2000,5656,1,UER,728841,728771,MSP,Failed BSI,4359,19742,,,,,
11,November,11/7/2019,PW4060,1200,1,Scheduled,724688,717533,ATL,LLP,219,14709,,,,,
11,November,11/7/2019,JT8D-219,971,1,Scheduled,725812,725837,SAV,LLP,2064,2325,,,,,
11,November,11/8/2019,PW2000,5811,1,Convenience,728821,,ATL,Stagger,3681,12260,,,,,
11,November,11/8/2019,CFM56-7B,3764,2,Harvest,658255,,BHM ,Harvest,3777,9959,,,,,
11,November,11/8/2019,CFM56-7B,3764,1,Harvest,875386,,BHM ,Harvest,3845,10198,,,,,
11,November,11/8/2019,CFM56-7B,3750,1,Scheduled,876682,889495,CVG,LLP,9287,26594,,,,,
11,November,11/9/2019,JT8D-219,907,2,UER,708570,725488,ATL,FOD,514,530,,,,,
11,November,11/9/2019,PW4168,3311,1,Planned,733607,733562,ATL,FMP,2500,19925,,,,,
11,November,11/10/2019,BR715,9538,2,Planned,13214,13233,CLT,Turbine Blades,9152,12420,,,,,
11,November,11/10/2019,PW2000,5653,1,Convenience,728865,716415,ATL,Stagger ,762,1897,,,,,
11,November,11/11/2019,PW4060,177,2,Scheduled,724168,724639,LAX,LLP,3273,5706,,,,,
11,November,11/11/2019,CFM56-5A,3277,1,Planned,733176,733278,MSP,Performance ,1935,3930,,,,,
11,November,11/12/2019,CFM56-7B,3737,2,UER,888486,888354,CVG,Oil Leak,87,151,,,,,
11,November,11/13/2019,PW2000,5645,2,Convenience,727168,,QRO,For Other Maintenance,4008,14889,,,,,
11,November,11/13/2019,PW2000,5645,1,Convenience,728825,,QRO,For Other Maintenance,650,2405,,,,,
11,November,11/16/2019,JT8D-219,972,1,Convenience,709829,709829,ATL,For Other Maintenance,3154,3684,,,,,
11,November,11/16/2019,JT8D-219,972,2,UER,725354,718083,ATL,Metal on Chip Detector,955,1056,,,,,
11,November,11/16/2019,JT8D-219,9006,1,Scheduled,725627,726047,MEM,LLP,2331,2585,,,,,
11,November,11/17/2019,BR715,9523,2,UER,13199,13151,ATL,Failed BSI,4747,6897,,,,,
11,November,11/17/2019,BR715,9538,2,UER,13233,13231,CLT,Auto Shutdown,16,24,,,,,
11,November,11/17/2019,PW2000,5656,1,Convenience,728771,,ATL,Stagger,1331,3056,,,,,
11,November,11/18/2019,V2500,9247,2,Convenience,V20244,,SBD,Harvest,4004,6632,,,,,
11,November,11/18/2019,V2500,9247,1,Convenience,V20257,,SBD,Harvest,1800,2814,,,,,
