MM,Mon,Date,Engine Type,Ship,Pos,Type of Removal,RMV ESN,INST ESN,Stat,Reason,CSR,TSR,P/F,Override,Root Cause,,
3,March,3/23/2018,PW4060,192,1,UER,724139,724714,LAX,Overtemp,4814,33053,,,,,
3,March,3/25/2018,JT8D-219,922,2,UER,725771,717867,MEM,Oil Leak,956,1208,,,,,
3,March,3/25/2018,PW4060,1402,2,UER,727893,724148,ATL,Performance,5106,35527,,,,,
3,March,3/25/2018,PW2000,6705,2,UER,728739,726665,MSP,Performance,4126,12229,,,,,
3,March,3/25/2018,CFM56-5A,3240,2,Stagger,731464,733264,DTW,Stagger,2460,5162,,,,,
3,March,3/25/2018,CFM56-7B,3724,1,UER,874401,874663,PDX,Compressor Stall,4495,13286,#N/A,,,,
3,March,3/26/2018,V2500,9257,1,Harvest,V20246,,SBD,Harvest,1021,1736,,,,,
3,March,3/27/2018,CF6-80C2B8F,1810,1,UER,706261,706151,ATL,CRF Rework,1156,8810,,,,,
3,March,3/27/2018,V2500,9257,2,Harvest,V20161,,SBD,Harvest,1517,2685,,,,,
3,March,3/27/2018,CF6-80C2B6,1504,2,UER,695307,695690,SLC,Oil Consumption,2057,13876,,,,,
3,March,3/28/2018,BR715,9530,2,UER,13418,13283,ATL,Turbine Blades,6680,8623,,,,,
3,March,3/28/2018,JT8D-219,994,1,UER,717354,718125,ATL,FOD,908,1217,,,,,
3,March,3/28/2018,JT8D-219,987,2,UER,718141,728246,ATL,Turbine Blades,1291,1734,,,,,
3,March,3/28/2018,V2500,9261,1,Harvest,V20219,,SBD,Harvest,9096,15106,,,,,
3,March,3/29/2018,PW4060,184,1,LLP,727620,724716,ATL,LLP,3501,27099,,,,,
3,March,3/30/2018,PW2000,5643,2,UER,728816,727207,SEA,Oil Leak,3340,8692,,,,,
3,March,3/30/2018,GE90,7103,2,UER,906767,906615,ATL,Failed BSI,3672,40624,,,,,
3,March,3/31/2018,PW2000,5650,2,LLP,716356,727244,ATL,LLP,6691,14016,,,,,
3,March,3/31/2018,JT8D-219,953,1,UER,718148,726915,CVG,FOD,1894,2371,,,,,
4,April,4/1/2018,CF6-80C2B8F,1803,2,UER,706204,706203,ATL,Metal on Chip Detector,1187,9014,,,,,
4,April,4/1/2018,CFM56-5A,3164,2,UER,733234,731625,MSP,Performance,7265,15237,,,,,
4,April,4/2/2018,CF6-80C2B6F,1701,1,UER,704702,704809,ATL,CRF Rework,2263,18071,,,,,
4,April,4/2/2018,CFM56-5A,3121,1,UER,731407,731568,JFK,Bird Strike,2125,4546,,,,,
4,April,4/3/2018,PW4056,6314,4,Harvest,724479,,MSZJ,Harvest,1031,9658,,,,,
4,April,4/3/2018,CFM56-7B,3712,2,UER,896734,876117,ATL,Oil Consumption,725,2173,#N/A,,,,
4,April,4/4/2018,PW2000,6816,1,UER,728841,728787,ATL,Bird Strike,2932,14945,,,,,
4,April,4/5/2018,CFM56-5A,3125,2,UER,733208,733299,MSP,Performance,7047,14726,,,,,
4,April,4/5/2018,CF6-80C2B6,1503,1,Harvest,690359,,SBD,Harvest,165,1146,,,,,
4,April,4/5/2018,CF6-80C2B6,1503,2,Harvest,695376,,SBD,Harvest,299,2048,,,,,
4,April,4/6/2018,V2500,9261,2,Harvest,V20183,,SBD,Harvest,9096,15106,,,,,
4,April,4/6/2018,PW4060,175,2,LLP,724171,724158,ATL,LLP,1420,6150,,,,,
4,April,4/6/2018,JT8D-219,956,1,LLP,725403,718175,DTW,LLP,3907,5185,,,,,
4,April,4/7/2018,PW2000,698,1,UER,716569,727288,ATL,External Engine,4445,10064,,,,,
4,April,4/7/2018,JT8D-219,951,2,UER,725373,717803,ATL,Failed BSI,2107,2687,,,,,
4,April,4/7/2018,PW2000,5814,2,UER,727182,728805,ATL,Performance downrate,4368,12904,,,,,
4,April,4/7/2018,CFM56-5A,3258,2,Stagger,731432,733159,MSP,Stagger,5844,12244,,,,,
4,April,4/8/2018,CFM56-5A,3141,1,UER,731304,731464,DTW,Performance,1140,2368,,,,,
4,April,4/9/2018,BR715,9542,2,UER,13322,13234,ATL,Turbine Blades,1167,1714,,,,,
4,April,4/9/2018,JT8D-219,945,2,LLP,716782,716713,CVG,LLP,4938,6459,,,,,
4,April,4/9/2018,JT8D-219,9008,1,UER,725483,718045,ATL,Oil Leak,3788,4886,,,,,
4,April,4/9/2018,JT8D-219,923,1,Harvest,725512,,SBD,Harvest,4440,5966,,,,,
4,April,4/9/2018,JT8D-219,923,2,Harvest,725999,,SBD,Harvest,4677,6170,,,,,
4,April,4/9/2018,JT8D-219,965,1,UER,726082,725953,ATL,Fuel Leak,5747,7826,,,,,
4,April,4/11/2018,JT8D-219,919,2,Harvest,718048,,ABD,Harvest,4737,6225,,,,,
4,April,4/11/2018,JT8D-219,919,1,Harvest,718082,,ABD,Harvest,1505,1868,,,,,
4,April,4/11/2018,JT8D-219,948,2,UER,726824,718128,ATL,Oil Consumption,153,186,LOW TIME,,,,
4,April,4/12/2018,BR715,9540,2,UER,13303,13116,MSP,Failed BSI,7858,10021,,,,,
4,April,4/14/2018,BR715,9585,1,UER,13260,13255,SLC,Metal in Tailpipe,5805,7865,,,,,
4,April,4/14/2018,JT8D-219,977,2,UER,725689,718086,ATL,Failed BSI,4008,5342,,,,,
4,April,4/14/2018,PW2000,6809,1,UER,728829,728713,LAX,Failed BSI,2766,13985,,,,,
4,April,4/15/2018,JT8D-219,983,2,UER,718088,717819,CVG,FOD,2911,3782,,,,,
4,April,4/15/2018,PW2000,6819,2,UER,728820,728813,MSP,Failed BSI,2798,6609,,,,,
4,April,4/16/2018,V2500,9243,1,UER,V20066,V20188,MSP,High EGT,4826,8270,,,,,
4,April,4/16/2018,PW4168,3319,1,UER,733565,733544,ATL,Performance,3681,29062,,,,,
4,April,4/17/2018,JT8D-219,907,2,UER,718223,717840,ATL,Overboost,599,768,,,,,
4,April,4/17/2018,JT8D-219,957,1,LLP,718282,725722,DTW,LLP,6256,8557,,,,,
4,April,4/17/2018,JT8D-219,986,2,UER,728229,726067,ATL,FOD,1505,2002,,,,,
4,April,4/18/2018,JT8D-219,915,2,UER,717869,718048,ATL,Failed BSI,2931,3784,,,,,
4,April,4/18/2018,JT8D-219,996,1,UER,725910,709945,CVG,FOD,3034,4131,,,,,
4,April,4/19/2018,JT8D-219,974,2,UER,708536,725999,PVD,Metal in Tailpipe,3195,4105,,,,,
4,April,4/19/2018,PW2000,697,2,LLP,716354,716387,ATL,LLP,3071,8533,,,,,
4,April,4/19/2018,PW4056,6314,3,Harvest,729080,,MZJ,Harvest,2124,19465,,,,,
4,April,4/20/2018,BR715,9573,2,UER,13159,13309,ATL,Turbine Blades,2767,3985,,,,,
4,April,4/20/2018,JT8D-219,9016,1,UER,718037,725560,CVG,Internal Damage,1172,1474,,,,,
4,April,4/20/2018,Trent 890,7007,2,UER,51149,51361,MSP,Metal on Chip Detector,992,9796,#N/A,,,,
4,April,4/21/2018,JT8D-219,9011,2,UER,726007,708176,CVG,Internal Damage,1829,2412,,,,,
4,April,4/21/2018,CFM56-5A,3256,1,UER,733291,731497,MSP,Failed BSI,181,433,LOW TIME,,,,
4,April,4/22/2018,PW2000,6774,1,LLP,716537,716470,ATL,LLP,2904,7212,,,,,
4,April,4/22/2018,PW2000,5804,2,UER,728800,728795,DTW,Failed BSI,3026,9165,,,,,
4,April,4/22/2018,JT8D-219,966,1,LLP,696400,717825,DTW,LLP,4359,5888,,,,,
4,April,4/23/2018,BR715,9543,1,Stagger,13203,,ATL,Stagger T1 Blades,606,907,,,,,
4,April,4/23/2018,PW4056,6314,1,Harvest,717659,,MZJ,Park,2488,22478,,,,,
4,April,4/23/2018,JT8D-219,9005,1,UER,718034,728217,ATL,Failed BSI,3232,4142,,,,,
4,April,4/24/2018,V2500,9214,1,UER,V20205,V20010,MSP,Performance,5620,9375,,,,,
4,April,4/24/2018,JT8D-219,979,1,UER,725812,718082,CVG,Oil Consumption,3618,4702,,,,,
4,April,4/24/2018,CFM56-5A,3236,2,Stagger,731677,733149,MSP,Stagger,6591,13973,,,,,
4,April,4/24/2018,PW4168,3306,2,UER,733603,,ATL,In Flight Shutdown,3170,25008,,,,,
4,April,4/25/2018,JT8D-219,994,2,UER,718214,709881,ATL,Turbine Blades,2407,3245,,,,,
4,April,4/26/2018,BR715,9506,1,UER,13112,13203,ATL,Turbine Blades,4271,5724,,,,,
4,April,4/26/2018,JT8D-219,913,2,UER,725363,726052,ATL,Overtemp,4545,6033,,,,,
4,April,4/26/2018,JT8D-219,978,1,LLP,725995,726150,DTW,LLP,5103,6712,,,,,
4,April,4/29/2018,BR715,9585,2,UER,13282,13159,ATL,Turbine Blades,5895,7981,,,,,
4,April,4/29/2018,CFM56-5A,3263,1,Stagger,733193,733301,MSP,Stagger,744,1662,,,,,
4,April,4/30/2018,CF6-80C2B8F,1807,1,UER,706205,706224,ATL,CRF Rework,1152,8939,,,,,
5,May,5/1/2018,CF6-80C2B6F,1521,1,UER,704747,704808,ATL,CRF Rework,763,5054,,,,,
5,May,5/3/2018,JT8D-219,912,2,UER,718059,709788,LGA,Turbine Blades,1358,1706,,,,,
5,May,5/3/2018,PW2000,6715,2,UER,728852,716569,ATL,Failed BSI,4510,11921,,,,,
5,May,5/6/2018,BR715,9539,1,UER,13324,13162,ATL,Turbine Blades,5342,7171,,,,,
5,May,5/6/2018,V2500,9208,2,UER,V20158,V20266,MSP,Performance,567,980,LOW TIME,,,,
5,May,5/7/2018,CFM56-5A,3225,2,UER,731686,733147,ATL,Oil Leak,591,1244,,,,,
5,May,5/7/2018,PW4168,3356,1,UER,733640,733558,ATL,Failed BSI,3042,27671,,,,,
5,May,5/8/2018,JT8D-219,975,2,UER,717383,718151,ATL,Failed BSI,1922,2445,,,,,
5,May,5/10/2018,CF6-80C2B8F,1802,2,UER,706381,706165,ATL,CRF Rework,2532,19743,,,,,
5,May,5/10/2018,JT8D-219,9003,1,UER,709919,725558,ATL,Internal Damage,3230,4090,,,,,
5,May,5/12/2018,PW2000,5655,1,UER,728790,727182,ATL,Failed BSI,3773,8732,,,,,
5,May,5/12/2018,CFM56-5A,3115,2,LLP,731321,731432,DTW,LLP,2436,5406,,,,,
5,May,5/14/2018,PW2000,678,1,UER,716527,716375,ATL,Oil Leak,5780,13799,,,,,
5,May,5/14/2018,JT8D-219,912,1,UER,725627,717354,ATL,Oil Leak,1408,1764,,,,,
5,May,5/14/2018,PW4060,181,1,UER,727776,724125,LAX,Failed BSI,2443,16669,,,,,
5,May,5/15/2018,V2500,9263,2,UER,V20273,,MSP,External Engine,449,763,LOW TIME,,,,
5,May,5/15/2018,JT8D-219,9003,2,UER,725395,696364,ATL,Failed BSI,3952,5065,,,,,
5,May,5/16/2018,JT8D-219,910,1,UER,726070,717352,ATL,External Engine,4068,5402,,,,,
5,May,5/16/2018,CFM56-5A,3138,2,LLP,733211,731677,SLC,LLP,7715,14423,,,,,
5,May,5/16/2018,V2500,9263,2,UER,V20163,V20165,ATL,Cracked V Band,0,0,,,,,
5,May,5/17/2018,JT8D-219,917,2,LLP,725859,728004,DTW,LLP,4730,6193,,,,,
5,May,5/17/2018,CF6-80C2B6,1504,1,UER,690372,690359,ATL,CRF Inspection,1723,11458,,,,,
5,May,5/18/2018,JT8D-219,9008,2,UER,725870,726010,ATL,Oil Leak,5326,6981,,,,,
5,May,5/18/2018,CFM56-5A,3212,1,UER,733246,731626,JFK,Overtemp,2116,4380,,,,,
5,May,5/19/2018,JT8D-219,933,1,UER,716767,728229,ATL,Fuel Manifold,5975,8027,,,,,
5,May,5/19/2018,V2500,9229,2,Scheduled,V20054,V20278,MSP,LLP,570,976,,,,,
5,May,5/19/2018,JT8D-219,947,2,UER,725488,725729,CVG,Overtemp,2537,3285,,,,,
5,May,5/19/2018,CFM56-5A,3164,2,Convenience,731625,731625,SLC,For other Maintenance,190,394,,,,,
5,May,5/20/2018,BR715,9576,1,UER,13194,13168,ATL,Turbine Blades,1373,1935,,,,,
5,May,5/21/2018,JT8D-219,9011,1,UER,708571,718037,ATL,Overboost,3489,4507,,,,,
5,May,5/21/2018,JT8D-219,931,1,Harvest,718154,,SBD,Harvest,3803,4982,,,,,
5,May,5/21/2018,JT8D-219,931,2,Harvest,725548,,SBD,Harvest,2797,3680,,,,,
5,May,5/21/2018,CFM56-7B,3710,1,UER,888122,888446,LAX,Vibration,8096,23333,#N/A,,,,
5,May,5/23/2018,JT8D-219,947,1,UER,726918,725489,CVG,Failed BSI,1196,1537,,,,,
5,May,5/24/2018,BR715,9585,2,UER,13159,13302,ATL,Turbine Blades,2901,4140,,,,,
5,May,5/24/2018,JT8D-219,948,1,UER,725484,718235,LGA,Compressor Stall,1657,2072,,,,,
5,May,5/24/2018,JT8D-219,951,1,UER,725527,,DTW,Compressor Stall,5369,7140,,,,,
5,May,5/25/2018,JT8D-219,9001,2,UER,726053,725703,ATL,Failed BSI,4572,5992,,,,,
5,May,5/25/2018,JT8D-219,936,2,UER,726078,725526,ATL,Compressor Stall,1450,1813,,,,,
5,May,5/25/2018,CFM56-7B,3725,1,UER,876674,888447,PHX,Oil Leak,10693,29676,#N/A,,,,
5,May,5/26/2018,BR715,9535,1,UER,13154,13119,ATL,Turbine Blades,1276,1821,,,,,
5,May,5/26/2018,V2500,9227,2,UER,V20240,V20165,MSP,Performance,4622,7831,,,,,
5,May,5/26/2018,JT8D-219,960,1,UER,725436,726070,ATL,Overtemp,2162,2743,,,,,
5,May,5/26/2018,JT8D-219,946,1,UER,725619,725536,SAV,Overtemp,3691,4817,,,,,
5,May,5/29/2018,V2500,9254,2,Harvest,V20176,,SBD,Harvest,989,1615,,,,,
5,May,5/29/2018,V2500,9255,1,Harvest,V20250,,SBD,Harvest,1784,3073,,,,,
5,May,5/30/2018,CF6-80C2B8F,1812,1,UER,706382,706205,ATL,CRF Rework,1290,9667,,,,,
5,May,5/31/2018,JT8D-219,957,2,UER,709918,725548,BOS,Metal in Tailpipe,1614,2071,,,,,
5,May,5/31/2018,BR715,9572,1,UER,13349,13209,ATL,Failed BSI,3333,4651,,,,,
5,May,5/31/2018,JT8D-219,906,2,UER,717308,725771,ATL,High EGT,2442,3138,,,,,
5,May,5/31/2018,JT8D-219,926,1,Harvest,717843,,SBD,Harvest,3946,5161,,,,,
5,May,5/31/2018,JT8D-219,926,2,Harvest,725951,,SBD,Harvest,3448,4458,,,,,
5,May,5/31/2018,PW2000,698,2,UER,726701,728844,ATL,Performance,4831,13349,,,,,
6,June,6/1/2018,CF6-80C2B6,1502,2,UER,695374,695476,ATL,Oil Leak,1788,11529,,,,,
6,June,6/2/2018,JT8D-219,9007,2,UER,725861,725689,ATL,Overboost,2870,3627,,,,,
6,June,6/2/2018,CFM56-5A,3239,2,UER,733322,731723,MSP,Metal on Chip Detector,2508,5458,,,,,
6,June,6/3/2018,CF6-80C2B8F,1820,2,UER,706446,706261,ATL,Oil Consumption,741,5422,,,,,
6,June,6/3/2018,PW4060,187,2,LLP,724687,724144,LAX,LLP,769,5116,,,,,
6,June,6/3/2018,PW2000,5644,2,UER,727212,728790,ATL,Performance,4956,17288,,,,,
6,June,6/3/2018,PW4168,3304,1,UER,735014,733571,MSP,Metal in Tailpipe,255,1949,LOW TIME,,,,
6,June,6/5/2018,PW4056,6309,2,Harvest,717580,,MZJ,Harvest,3517,9822,,,,,
6,June,6/6/2018,CFM56-5A,3143,2,LLP,733332,733193,MSP,LLP,7570,14327,,,,,
6,June,6/6/2018,CFM56-7B,3701,1,LLP,877628,888554,ATL,LLP,6457,18345,,,,,
6,June,6/7/2018,PW4056,6302,3,Convenience,717533,,MZJ,Stagger,1101,9825,,,,,
6,June,6/7/2018,CF6-80C2B6,1502,2,UER,695476,695495,ATL,Compressor Stall,1629,10912,,,,,
6,June,6/8/2018,JT8D-219,911,2,UER,725368,725951,MIA,Slow to Accel,1924,2441,,,,,
6,June,6/9/2018,JT8D-219,988,2,UER,728191,718223,ATL,Low Oil Pressure,3121,4163,,,,,
6,June,6/11/2018,CFM56-7B,3728,1,UER,876122,888122,ATL,Oil Leak,4956,14467,#N/A,,,,
6,June,6/11/2018,CFM56-7B,3728,2,UER,892702,38871,ATL,Metal on Chip Detector,455,1232,#N/A,Y,Environmental,,
6,June,6/11/2018,BR715,9570,1,Planned,13213,13240,ATL,Turbine Blades,8173,10524,,,,,
6,June,6/12/2018,V2500,9265,1,UER,V20247,V20005,MSP,External Engine,9028,15156,,,,,
6,June,6/13/2018,BR715,9500,2,Convenience,13212,13329,ATL,Stagger T1 Blades,1973,2763,,,,,
6,June,6/13/2018,V2500,9254,1,Harvest,V20189,,SBD,Harvest,688,1120,,,,,
6,June,6/14/2018,JT8D-219,968,2,UER,718544,709918,ATL,Overboost,2240,2830,,,,,
6,June,6/15/2018,JT8D-219,934,2,LLP,718247,725469,ATL,LLP,6053,8140,,Y,Proactive removal,,
6,June,6/15/2018,PW2000,688,1,UER,726728,716356,MCO,High EGT,2546,7305,,,,,
6,June,6/15/2018,CFM56-5A,3162,1,UER,733176,733334,MSP,Auto Shutdown,5817,10692,,Y,Proactive removal,,
6,June,6/16/2018,JT8D-219,959,1,UER,726847,718545,ATL,Low Oil Pressure,2260,2864,,,,,
6,June,6/16/2018,PW4168,3308,1,UER,733549,733591,MSP,Metal in Tailpipe,1443,11130,,,,,
6,June,6/17/2018,JT8D-219,907,1,UER,717329,725802,ATL,Overboost,927,1173,,,,,
6,June,6/17/2018,V2500,9236,2,Scheduled,V20138,V20161,MSP,LLP,6921,11612,,,,,
6,June,6/17/2018,JT8D-219,969,1,LLP,725985,718498,MEM,LLP,5011,6548,,,,,
6,June,6/18/2018,BR715,9520,1,Planned,13441,13112,ATL,Turbine Blades,1332,8130,,,,,
6,June,6/18/2018,CFM56-5A,3157,1,UER,733222,733157,SLC,Performance,6785,13593,,,,,
6,June,6/19/2018,CFM56-7B,3765,2,LLP,888788,888531,ATL,LLP,6461,1936,,,,,
6,June,6/20/2018,JT8D-219,978,2,LLP,718202,718248,MEM,LLP,4439,5729,,,,,
6,June,6/20/2018,V2500,9253,2,Harvest,V20127,,SBD,Harvest,6165,10375,,,,,
6,June,6/20/2018,V2500,9253,1,Harvest,V20144,,SBD,Harvest,4502,7762,,,,,
6,June,6/20/2018,JT8D-219,961,1,UER,726861,725910,ORD,Oil Leak,1763,2192,,,,,
6,June,6/20/2018,PW2000,6818,1,LLP,727208,727216,LAX,LLP,4718,23456,,,,,
6,June,6/21/2018,V2500,9231,2,UER,V20013,V20060,MSP,Failed BSI,3359,5691,,,,,
6,June,6/21/2018,JT8D-219,916,1,UER,725834,708571,ATL,Turbine Blades,4416,5663,,,,,
6,June,6/22/2018,JT8D-219,981,1,UER,709735,725938,ATL,Compressor Stall,2280,2877,,,,,
6,June,6/22/2018,JT8D-219,9000,1,UER,717866,717843,ATL,Internal Damage,2585,3300,,,,,
6,June,6/23/2018,JT8D-219,915,2,LLP,718048,718588,ATL,LLP,5139,6679,,,,,
6,June,6/24/2018,V2500,9247,1,UER,V20134,,MSP,Failed BSI,5022,8513,,,,,
6,June,6/24/2018,JT8D-219,949,2,LLP,725552,725727,MEM,LLP,4604,6076,,,,,
6,June,6/26/2018,JT8D-219,9003,1,UER,725558,725819,GSP,Oil Filter Clog,237,284,LOW TIME,,,,
6,June,6/26/2018,JT8D-219,9000,2,UER,725869,726824,ATL,high oil temp,695,871,,,,,
6,June,6/26/2018,PW2000,9510,2,Convenience,728833,727276,MSP,Stagger,1549,5951,,,,,
6,June,6/27/2018,BR715,9522,2,UER,13216,13212,ATL,BBV Fault,6013,8066,,,,,
6,June,6/27/2018,PW2000,682,2,UER,716551,716354,ATL,Performance,2912,7182,,,,,
6,June,6/28/2018,PW2000,6803,2,UER,728781,728829,MSP,Overboost,799,4129,,,,,
6,June,6/29/2018,PW2000,681,1,UER,716581,716355,ATL,No Start,487,1098,LOW TIME,,,,
6,June,6/29/2018,CFM56-5A,3277,1,LLP,733113,733176,MSP,LLP,8169,17159,,,,,
6,June,6/30/2018,CF6-80C2B8F,1821,2,UER,704952,706381,ATL,CRF Rework,2246,17298,,,,,
6,June,6/30/2018,BR715,9584,1,UER,13171,13323,ATL,Turbine Blades,1299,1946,,,,,
6,June,6/30/2018,CFM56-5A,3146,1,LLP,731551,733150,MSP,LLP,7225,13795,,,,,
7,July,7/1/2018,JT8D-219,9001,2,UER,725703,726835,ATL,Metal in oil,211,252,LOW TIME,,,,
7,July,7/1/2018,JT8D-219,9008,2,Convenience,726010,717818,MEM,Stagger,250,319,,,,,
7,July,7/1/2018,JT8D-219,973,1,UER,726827,717301,ATL,Failed BSI,2045,2566,,,,,
7,July,7/2/2018,JT8D-219,947,2,UER,725729,708536,ATL,Vibration,220,272,LOW TIME,,,,
7,July,7/2/2018,PW4168,3313,1,UER,733554,733637,ATL,Metal in oil,1430,11272,,,,,
7,July,7/2/2018,BR715,9564,2,UER,13327,13299,ATL,Turbine Blades,8505,11058,,,,,
7,July,7/2/2018,PW4060,180,2,UER,724688,727874,FUK,Compressor Stall,1542,10229,,,,,
7,July,7/3/2018,PW2000,675,1,UER,716445,728820,MSP,Failed BSI,3192,7742,,,,,
7,July,7/3/2018,PW4060,198,2,LLP,727830,727810,LAX,LLP,5852,40466,,,,,
7,July,7/3/2018,CFM56-5A,3254,2,LLP,733253,733291,MSP,LLP,5675,12202,,,,,
7,July,7/4/2018,JT8D-219,941,1,UER,726022,725387,ATL,Turbine Blades,3075,3986,,,,,
7,July,7/5/2018,JT8D-219,962,1,UER,709888,717383,ATL,Failed BSI,2298,2869,,,,,
7,July,7/5/2018,JT8D-219,934,2,Convenience,725469,,SBD,Stagger,85,103,,,,,
7,July,7/6/2018,CF6-80C2B8F,1820,1,UER,706162,706382,ATL,CRF Rework,1230,9285,,,,,
7,July,7/6/2018,V2500,9235,1,UER,V20217,V20197,ATL,Performance,2534,4396,,,,,
7,July,7/6/2018,JT8D-219,934,1,Harvest,728210,,SBD,Harvest,2023,2504,,,,,
7,July,7/6/2018,CFM56-5A,3235,1,Convenience,731571,731573,CVG,Stagger,5854,12520,,,,,
7,July,7/7/2018,V2500,9205,1,Scheduled,V20071,V20197,MSP,LLP,4381,7461,,,,,
7,July,7/8/2018,BR715,9541,1,UER,13208,13159,ATL,Turbine Blades,8602,11132,,,,,
7,July,7/8/2018,JT8D-219,955,1,LLP,718182,728144,MEM,LLP,4661,6256,,,,,
7,July,7/9/2018,PW2000,6711,1,UER,716536,716537,ATL,Oil Leak,7021,19370,,,,,
7,July,7/9/2018,PW2000,5803,2,UER,727177,728841,ATL,Failed BSI,4214,12954,,,,,
7,July,7/10/2018,CF6-80C2B6F,1704,1,UER,704865,706355,ATL,CRF Rework,2414,19096,,,,,
7,July,7/10/2018,CFM56-7B,3729,1,UER,876736,888477,LAX,Metal in Tailpipe,672,1936,,,,,
7,July,7/11/2018,JT8D-219,916,2,UER,718249,718124,MEM,Oil Filter Clog,2904,4845,,,,,
7,July,7/11/2018,CFM56-5A,3138,2,UER,731677,731782,SLC,High EGT,6814,14518,,,,,
7,July,7/12/2018,JT8D-219,918,2,Harvest,718264,,SBD,Harvest,6263,8355,,,,,
7,July,7/12/2018,V2500,9252,1,UER,V20040,V20246,MSP,Fadec Fault,6955,11445,,,,,
7,July,7/12/2018,JT8D-219,961,2,UER,725553,725729,ATL,Metal in oil,1054,1329,,,,,
7,July,7/12/2018,PW4056,6308,1,Harvest,727456,,MZJ,Harvest,192,1951,,,,,
7,July,7/12/2018,PW4056,6308,4,Convenience,729069,,MZJ,Aircraft Park,3720,31424,,,,,
7,July,7/13/2018,JT8D-219,918,1,Harvest,709968,,SBD,Harvest,2104,2659,,,,,
7,July,7/13/2018,BR715,9529,1,UER,13238,13154,ATL,Turbine Blades,1367,1901,,,,,
7,July,7/13/2018,JT8D-219,994,1,UER,718125,717866,ATL,Metal in oil,464,570,,,,,
7,July,7/13/2018,V2500,9251,2,UER,V20226,V20176,MSP,External Engine,7450,12446,,,,,
7,July,7/15/2018,JT8D-219,956,1,UER,718175,718148,MEM,Oil Filter Clog,575,717,,,,,
7,July,7/15/2018,V2500,9217,1,Scheduled,V20075,V20189,MSP,LLP,6601,11067,,,,,
7,July,7/15/2018,CFM56-5A,3148,2,UER,733167,733180,SLC,HPTB,2933,6287,,,,,
7,July,7/16/2018,PW4060,194,1,LLP,724692,717669,LAX,LLP,3003,20315,,,,,
7,July,7/16/2018,JT8D-219,986,1,UER,725945,728210,ATL,Metal in Tailpipe,705,948,,,,,
7,July,7/16/2018,JT8D-219,986,2,UER,726067,725469,ATL,Failed BSI,488,649,,,,,
7,July,7/16/2018,CFM56-5A,3237,1,UER,731513,733389,MSP,Performance,1179,2521,,,,,
7,July,7/17/2018,JT8D-219,935,2,UER,725964,717329,ATL,Failed BSI,1465,1989,,,,,
7,July,7/18/2018,JT8D-219,953,2,UER,718120,726010,MEM,Failed BSI,2593,3279,,,,,
7,July,7/19/2018,BR715,9573,2,Convenience,13309,13216,ATL,Stagger T1 Blades,8230,10460,,,,,
7,July,7/19/2018,JT8D-219,9018,1,UER,718129,709936,CHS,Fuel Leak,2284,2889,,,,,
7,July,7/19/2018,PW4056,6310,1,Harvest,717506,,MZJ,Harvest,1649,14992,,,,,
7,July,7/19/2018,PW4056,6310,3,Harvest,717678,,MZJ,Harvest,2199,19276,,,,,
7,July,7/19/2018,PW4056,6310,2,Harvest,724660,,MZJ,Harvest,1455,13509,,,,,
7,July,7/19/2018,PW4056,6307,2,Harvest,729236,,MZJ,Harvest,1691,3196,,,,,
7,July,7/21/2018,JT8D-219,9013,2,UER,718153,726972,CVG,Oil Consumption,4656,6105,,,,,
7,July,7/21/2018,V2500,9244,1,UER,V20125,,MSP,External Engine,4171,7306,,,,,
7,July,7/22/2018,BR715,9537,2,UER,13319,13309,ATL,Turbine Blades,8240,10475,,,,,
7,July,7/22/2018,PW2000,6823,2,UER,728827,728712,LAX,Failed BSI,2809,6692,,,,,
7,July,7/22/2018,CFM56-5A,3269,2,Convenience,731757,733261,MSP,Stagger,6849,14769,,,,,
7,July,7/22/2018,CFM56-5A,3135,1,UER,733321,731571,SLC,Performance,7573,14459,,,,,
7,July,7/24/2018,PW2000,5804,1,UER,728825,728816,ATL,Oil Leak,3254,10014,,,,,
7,July,7/24/2018,CFM56-7B,3772,2,UER,888152,892702,ATL,Failed BSI,2298,6690,#N/A,,,,
7,July,7/25/2018,JT8D-219,968,2,UER,709918,725368,ATL,Overboost,1838,2329,,,,,
7,July,7/25/2018,BR715,9507,1,UER,13328,13312,ATL,Turbine Blades,1302,1947,,,,,
7,July,7/25/2018,PW2000,6715,2,UER,716569,716484,ATL,Failed BSI,294,842,LOW TIME,,,,
7,July,7/25/2018,CFM56-5A,3117,1,UER,731702,731686,ATL,Failed BSI,3406,7421,,,,,
7,July,7/26/2018,JT8D-219,9019,2,Harvest,718126,,SBD,Harvest,765,959,,,,,
7,July,7/26/2018,JT8D-219,957,2,UER,725548,726067,BNA,Turbine Blades,3115,4055,,,,,
7,July,7/26/2018,JT8D-219,9019,1,Harvest,725878,,SBD,Harvest,2885,3626,,,,,
7,July,7/26/2018,JT8D-219,959,2,UER,725989,718264,ATL,External Engine,1452,1802,,,,,
7,July,7/26/2018,PW2000,679,1,UER,726622,,MSP,Failed BSI,2309,5405,,,,,
7,July,7/26/2018,JT8D-219,921,2,UER,726979,726007,CVG,Oil Leak,2218,2786,,,,,
7,July,7/27/2018,V2500,9212,2,UER,V20160,V20232,MSP,Conformity,7059,11903,,,,,
7,July,7/28/2018,JT8D-219,957,1,UER,725722,725483,ATL,high oil temp,6,8,LOW TIME,,,,
7,July,7/29/2018,BR715,9562,2,UER,13331,13228,ATL,Turbine Blades,3879,5358,,,,,
